SUBSIDIARIA;CENTRO DE COSTO;CATEGORIA;CUENTA;ANIO;ESTADO;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;TOTAL;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Presupuestado;.00;.00;.00;.00;.00;.00;.00;74021.95;74021.95;74021.95;74021.95;74021.95;370109.75;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Reservado;.00;.00;.00;.00;.00;.00;.00;.00;3106.08;44323.35;.00;.00;47429.43;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Comprometido;.00;.00;.00;.00;.00;.00;.00;.00;4292.85;52053.45;.00;.00;56346.30;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Ejecutado;.00;.00;.00;.00;.00;.00;.00;1252.51;14376.73;18008.50;.00;.00;33637.74;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Pagado;.00;.00;.00;.00;.00;.00;.00;.00;143.39;23.75;.00;.00;167.14;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Transferido;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Adición;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;01-GROWTH,0101-GENERAL,0102-EXPANSION,0103-FINTECH,0104-GENERAL PROJECTS;;;2022;Disponible;.00;.00;.00;.00;.00;.00;.00;72769.44;55208.98;3936.26;74021.95;74021.95;279958.58;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Presupuestado;.00;.00;.00;.00;.00;.00;.00;52849.05;52849.05;52849.05;52849.05;52849.05;264245.25;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Reservado;.00;.00;.00;.00;.00;.00;.00;.00;375.00;14862.15;.00;.00;15237.15;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Comprometido;.00;.00;.00;.00;.00;.00;.00;1249.99;4861.10;4552.46;.00;.00;10663.55;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Ejecutado;.00;.00;.00;.00;.00;.00;.00;4433.32;9586.29;496.12;.00;.00;14515.73;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Pagado;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Transferido;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Adición;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;02-LEGAL,0201-GENERAL,0202-FINTECH,0203-INTELLECTUAL PROPERTY,0204-LABOR,0205-GENERAL PROJECTS;;;2022;Disponible;.00;.00;.00;.00;.00;.00;.00;47165.74;38401.66;47800.49;52849.05;52849.05;239065.99;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Presupuestado;.00;.00;.00;.00;.00;.00;.00;652579.30;652579.30;652579.30;652579.30;652579.30;3262896.50;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Reservado;.00;.00;.00;.00;.00;.00;404999.80;6926.91;4699.96;51513.57;.00;.00;468140.24;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Comprometido;.00;.00;.00;.00;.00;.00;.00;261947.05;-367747.18;107193.07;.00;.00;1392.94;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Ejecutado;.00;.00;.00;.00;.00;.00;.00;256345.95;498487.16;1589.73;.00;.00;756422.84;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Pagado;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Transferido;.00;.00;.00;.00;.00;.00;.00;-8910.00;.00;.00;.00;.00;-8910.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Adición;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;03-TECH,0301-GENERAL,0302-IT / SEC,0303-FINTECH,0304-DATA,0305-BUSINESS CORE,0306-SELLER,0307-BUYER,0308-ENGINEERING PLATFORM,0309-GENERAL PROJECTS;;;2022;Disponible;.00;.00;.00;.00;.00;.00;.00;125389.66;521839.33;543796.54;652579.30;652579.30;2496184.13;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Presupuestado;.00;.00;.00;.00;.00;.00;.00;234146.90;234146.90;770559146.90;234146.90;234146.90;1170734.50;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Reservado;.00;.00;.00;.00;.00;.00;.00;172.07;3549.02;2376.91;.00;.00;6098.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Comprometido;.00;.00;.00;.00;.00;.00;.00;12617.41;3141.69;3662.20;.00;.00;19421.30;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Ejecutado;.00;.00;.00;.00;.00;.00;.00;37055.28;4754.59;119.04;944.06;.00;42872.97;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Pagado;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Transferido;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Adición;.00;.00;.00;.00;.00;.00;.00;.00;.00;770325000.00;.00;.00;770325000.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;04-ADMIN,0401-GENERAL,0402-DATA ANALYST,0403-PROCUREMENT,0404-QUALITY SALES,0405-INVOICING,0406-COLLECTIONS,0407-TREAUSURY,0408-ACCOUNTING,0409-QUALITY PROCESS,0410-GENERAL PROJECTS;;;2022;Disponible;.00;.00;.00;.00;.00;.00;.00;418621.12;460397.53;770555365.73;467349.74;468293.80;772370027.92;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Presupuestado;.00;.00;.00;.00;.00;.00;.00;4044188.45;41053.45;41053.45;41053.45;41053.45;205267.25;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Reservado;.00;.00;.00;.00;.00;.00;.00;.00;89.10;153.78;.00;.00;242.88;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Comprometido;.00;.00;.00;.00;.00;.00;.00;.00;89.10;153.78;.00;.00;242.88;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Ejecutado;.00;.00;.00;.00;.00;.00;.00;515262.95;799933.72;220.00;.00;.00;1315416.67;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Pagado;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Transferido;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Adición;.00;.00;.00;.00;.00;.00;.00;4003135.00;.00;.00;.00;.00;4003135.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;05-FINANCE,0501-GENERAL,0502-FP&A,0503-CORPORATE FINANCE AND M&A,0504-CAPITAL ALLOCATION,0505-INVESTOR RELATIONS,0506-CAPITAL RAISING,0507-GENERAL PROJECTS;;;2022;Disponible;.00;.00;.00;.00;.00;.00;.00;3528925.50;-717915.92;81733.12;82106.90;82106.90;3056956.50;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Presupuestado;.00;.00;.00;.00;.00;.00;.00;170322.70;170322.70;170322.70;170322.70;170322.70;851613.50;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Reservado;.00;.00;.00;.00;.00;.00;.00;-158.42;22.30;3771.97;.00;.00;3635.85;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Comprometido;.00;.00;.00;.00;.00;.00;.00;240.44;-862.67;5364.00;.00;.00;4741.77;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Ejecutado;.00;.00;.00;.00;.00;.00;.00;1676.02;3423.92;2195.06;.00;.00;7295.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Pagado;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Transferido;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Adición;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;06-PRODUCT OPERATIONS,0601-GENERAL,0602-SELLER OPERATIONS,060201-GENERAL,060202-SAAS OPERATIONS,060203-QUALITY ASSURANCE,060204-MARKETPLACE OPERATIONS,060205-PLP OPERATIONS,0603-BUYER OPERATIONS,060301-GENERAL,060302-CUSTOMER SERVICE,060303-FINTECH SPECIALISTS,060304-TRANSACTION MANAGEMENT,060305-PAYMENT OPERATIONS,0604-GENERAL PROJECTS;;;2022;Disponible;.00;.00;.00;.00;.00;.00;.00;168406.24;167761.45;162763.64;170322.70;170322.70;839576.73;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;07-COMMERCIAL OPERATIONS,0701-GENERAL,0702-SALES STRATEGY,0703-MARKETING & SALES PERFORMANCE,0704-OFFICE PROCUREMENT,0705-COMPENSATION,0706-TRAINING & ONBOARDING,0707-SALES TOOLS,0708-GENERAL PROJECTS;;;2022;Presupuestado;.00;.00;.00;.00;.00;.00;.00;155550.45;155550.45;155550.45;155550.45;155550.45;777752.25;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;07-COMMERCIAL OPERATIONS,0701-GENERAL,0702-SALES STRATEGY,0703-MARKETING & SALES PERFORMANCE,0704-OFFICE PROCUREMENT,0705-COMPENSATION,0706-TRAINING & ONBOARDING,0707-SALES TOOLS,0708-GENERAL PROJECTS;;;2022;Reservado;.00;.00;.00;.00;.00;.00;.00;-36.34;-33.40;304631.08;.00;.00;304561.34;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;07-COMMERCIAL OPERATIONS,0701-GENERAL,0702-SALES STRATEGY,0703-MARKETING & SALES PERFORMANCE,0704-OFFICE PROCUREMENT,0705-COMPENSATION,0706-TRAINING & ONBOARDING,0707-SALES TOOLS,0708-GENERAL PROJECTS;;;2022;Comprometido;.00;.00;.00;.00;.00;.00;.00;6678.02;22.27;-304230.92;.00;.00;-297530.63;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;07-COMMERCIAL OPERATIONS,0701-GENERAL,0702-SALES STRATEGY,0703-MARKETING & SALES PERFORMANCE,0704-OFFICE PROCUREMENT,0705-COMPENSATION,0706-TRAINING & ONBOARDING,0707-SALES TOOLS,0708-GENERAL PROJECTS;;;2022;Ejecutado;.00;.00;.00;.00;.00;.00;.00;4739.23;-304144.95;304562.40;.00;.00;5156.68;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;07-COMMERCIAL OPERATIONS,0701-GENERAL,0702-SALES STRATEGY,0703-MARKETING & SALES PERFORMANCE,0704-OFFICE PROCUREMENT,0705-COMPENSATION,0706-TRAINING & ONBOARDING,0707-SALES TOOLS,0708-GENERAL PROJECTS;;;2022;Pagado;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
HADES CAPITAL SAPI DE C.V.,LA HAUS S.A.S.,LA MEJOR LA HAUS  S. DE R.L. de C.V.,LH CAPITAL S.A.S.;07-COMMERCIAL OPERATIONS,0701-GENERAL,0702-SALES STRATEGY,0703-MARKETING & SALES PERFORMANCE,0704-OFFICE PROCUREMENT,0705-COMPENSATION,0706-TRAINING & ONBOARDING,0707-SALES TOOLS,0708-GENERAL PROJECTS;;;2022;Transferido;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;.00;
